pass,product,variable,kind,basis
adjudicated,jobscan,renewal_notice_commitment,instrument_gap,"HAND. ToS Section 6 'Fee Changes' was read in full (independently re-verified live by the adjudicator) and commits to notice only for PRICE changes 'in accordance with applicable law,' never for an ordinary same-price renewal; the cancellation-policy page was also read and is silent. This record's own coder_note calls the result 'genuine vendor silence,' but the underlying shape -- a documented, event-conditional notice commitment scoped to a different trigger than routine renewal -- is the study's own named event-conditional-notice gap, reclassified here on that basis."
adjudicated,undetectable-ai,commercial_use_lowest_tier,vendor_silence,"HAND. The Terms of Service were read in full (its IP section addresses only the site's own Content/Marks); the /ethics page, an adjacent official document, was also read and correctly identified as an ethical-use policy rather than a legal rights grant, distinct from a commercial-use clause for humanized output, which neither document states."
adjudicated,undetectable-ai,free_plan_cap_value,instrument_gap,"HAND. /ai-humanizer was read and confirms the free/'Basic' version's only documented restriction is qualitative ('uses a basic model and may be flagged by detectors'), never attaching a number; this variable's own Format rule permits only a formatted quantity/unit/period figure or the literal tokens unknown/not_applicable/conflicting, with no slot for a documented-but-unquantified limit -- the same instrument gap this study's adobe-firefly and anomaly-ai adjudicated records name explicitly and resolve the same way."
pass1,originality-ai,commercial_use_lowest_tier,vendor_silence,"HAND. The 27-section Terms and Conditions was read in full; Section 11's output-ownership clause was located and correctly distinguished as a different construct from a commercial-use grant, and no 'commercial license' row exists on the pricing-page feature grid."
pass1,originality-ai,refund_window_days,vendor_silence,"HAND. The dedicated refund-policy page was read in full (and used to code refund_policy_exists and refund_conditions in the same record); its only '30 days' language was correctly identified as governing how long an already-approved refund takes to arrive, not a request deadline, which is never stated."
pass1,phrasly,commercial_use_lowest_tier,vendor_silence,"HAND. The 32-section Terms of Service was read to the end; the one on-point clause found (32.3, Content Ownership) was correctly identified as scoped to a separate enterprise API product and excluded, leaving the consumer humanizer's output commercial-use rights unaddressed anywhere."
pass1,picsart,cost_per_output_computable,access_failure,"HAND. headline_price_usd could not be read in USD: the live pricing page geo-serves Turkish Lira only from the collection network with no currency selector or working URL parameter, and the most recent US-crawled archive.org capture is a pre-hydration empty shell with zero price content -- a retrieval failure, not vendor silence, confirmed in the coder's own words ('the currency block, not a missing figure, is what prevents computation') and by a non-qualifying Apple App Store listing showing a plausible USD figure exists."
pass1,picsart,renewal_notice_commitment,instrument_gap,"HAND. The Terms of Use were read in full and do commit to advance notice, but only of 'significant changes to your plan,' not of an ordinary renewal charge specifically -- the same event-conditional-notice gap this study names elsewhere, where a documented but differently-triggered commitment has no slot in the advance_notice_stated/no_notice_stated value list."
pass1,picsart,trial_card_required,vendor_silence,"HAND. The Terms of Use were read and contain a hedged general clause ('For SOME Trials, we'll require you to provide your payment details') that never commits either way for the Pro-tier trial specifically; the pricing-page FAQ was also read and never mentions a card requirement -- matches the codebook's own worked example for this variable."
pass1,picsart,trial_length_days,vendor_silence,"HAND. Three independent official documents were read -- the pricing-page FAQ, the ToS 'Free Trials and Promotions' clause, and the subscription-types FAQ -- all three confirming a trial exists; none states a day-count, and the ToS uses only the vague phrase 'a specified period.'"
pass1,pixlr,free_plan_cap_value,instrument_gap,"HAND. The pricing page's repeated 'Snap! You have used all of your daily free saves!' copy documents a real, named free-plan limit, but no official document ever attaches a number to it; this variable's Format rule has no slot between a formatted quantity/unit/period figure and the literal token unknown for a limit that is described but never quantified -- the same gap this study's adobe-firefly, anomaly-ai, and undetectable-ai records resolve the same way."
pass1,playht,trial_exists,unattributable_weak_basis,"HAND. The entire basis is a single occurrence of the word 'trial' in one pricing-page FAQ sentence ('Sign up for the free trial and give it a try!'), read alongside a fully-read Terms of Service that names no separate paid-tier trial mechanic; the coder's own evidence states it 'cannot tell whether this names a distinct time-limited construct or is loose marketing language for the perpetual Free Plan.' One ambiguous word cannot establish either a real trial or its absence, and the product is discontinued with no live site to re-check, so the record cannot be improved."
pass1,plus-ai,renewal_notice_commitment,vendor_silence,"HAND. Both the Terms of Service and the plans-and-billing.md help article were read in full; neither contains any notice commitment of any kind -- not even an adjacent clause about price or plan changes -- unlike sibling records in this study where an adjacent, differently-triggered notice clause exists."
pass1,shortsfaceless,credit_rollover_policy,vendor_silence,"HAND. The coder's local capture of the complete Terms of Service (5,562 chars, quoted in full, confirmed as the sole and complete statement of the credit mechanism) was independently re-read for this review; a five-term sweep (rollover, roll over, unused, expire, reset) plus direct reading found no clause anywhere on the site addressing end-of-period credit treatment, and no help center or billing FAQ exists for this vendor to check instead."
pass1,shortsfaceless,auto_renewal_default,vendor_silence,"HAND. The Terms of Service is the codebook's top-ranked source for this variable and was captured and read in full (independently re-verified by this reviewer against the local capture); a keyword sweep across renew, auto-renew, recurring, automatically, subscription, and billing cycle returned zero hits on the controlling document, and the vendor's only 'subscription' mention anywhere is an unrelated affiliate clause."
pass1,shortsfaceless,refund_window_days,vendor_silence,"HAND. The entire refund-related text on this vendor's site is the four-word phrase '100% money-back guarantee.' on the /deal page, quoted in full by the coder; the Terms of Service, homepage, and Privacy Policy are independently confirmed silent on refunds. The complete guarantee statement was seen and simply never states a day count, and no other document (no help center exists) could hold one."
pass1,teal,headline_billing_basis,instrument_gap,"HAND. The vendor states the entry tier's price unambiguously as '$79 Every 90 days' (a quarterly/90-day recurring cadence), but the variable's five allowed values (per_month_billed_annually, per_month_billed_monthly, per_seat_per_month, one_time, usage_based) contain no quarterly category. The coder explicitly names this the same instrument gap shared with jobscan and resume-io."
pass1,undetectable-ai,trial_length_days,instrument_gap,"HAND. The trial's persistent, non-promotional description caps it at 250 words with no day figure; a separate on-page marketing popup states 'FREE 3-day trial', an incommensurate unit not corroborated by the FAQ, Terms, or Help documents (all read in full). The variable and its conflicting rule both assume comparable same-unit statements; they have no slot for a word-metered trial alongside an unrelated, uncorroborated day-tag."
pass1,undetectable-ai,watermark_removal_tier,vendor_silence,"HAND. Every paid tier's feature list repeats the identical, fully-quoted phrase 'Watermark and future proof', which the coder determined does not commit to either a watermarked or watermark-free reading despite being found and read directly, not missed by a narrow search. The coder also correctly declined to resolve the ambiguity by inference from an unrelated 'AI Text Watermark Remover' sibling product, per the no-inference rule -- a genuine failure by the vendor to commit to a position on a topic it raised."
pass1,winston-ai,free_plan_duration,vendor_silence,"HAND. The Free plan's own pricing card and the comparison table both cite '14 day(s)' but in mutually exclusive framings -- a trial-style tag versus a recurring-rate notation matching the paid tiers' own '/month' pattern -- and no FAQ, help article, or homepage text (all checked) resolves which reading governs. Both existing category values (perpetual, time_limited) are individually adequate; the vendor's own material, though addressing the topic twice, never commits to either."
pass1,wix,commercial_use_lowest_tier,access_failure,"HAND. Wix's Terms of Use is the codebook's first-ranked source for commercial-use rights and its Section 1 explicitly references numbered Sections 2-19, but only Section 1 and an unrelated Israel-residents addendum actually rendered across both a raw HTTP fetch and a full browser JS render on the access date, confirmed by DOM heading enumeration. A substitute help article was checked and found to cover a different construct (account access control, not IP/commercial rights)."
pass1,wix,output_ownership_statement,access_failure,"HAND. Same root cause as commercial_use_lowest_tier on this record: the Terms of Use is first-ranked for this construct and its substantive body (Sections 2-19, which section 1 itself says exist) never rendered on two independent attempts. The coder also discarded an unverifiable third-party paraphrase of a 'Section 2.1' ownership clause rather than coding from it, per the fabrication warning."
pass1,writehuman,output_ownership_statement,vendor_silence,"HAND. Terms of Service section 5 carefully defines 'output' as a term distinct from the three-part 'User Generated Content' definition (Submissions, Contributions, Input), and section 8's ownership grant is scoped explicitly to 'User Generated Content' only, never extending to 'output'. The vendor demonstrably addressed ownership in structured detail and specifically omitted the output construct -- the adjacent-construct pattern that rules out the coder having missed something."
pass2,aiclicks,commercial_use_lowest_tier,vendor_silence,"HAND. Terms of Service (read in full, 13 sections plus the embedded Acceptable Use Policy), the pricing page, and the docs page specific to the AI-article-generation feature (create-content) were all read; none addresses commercial-use rights over the AI-optimized articles the product generates for paying customers, including the one document most specific to that exact output."
pass2,aiva,renewal_notice_commitment,vendor_silence,"HAND. EULA section 9 (part of all 12 sections read in full), the pricing page, all 8 help-center FAQ articles, and the General User Manual were checked; section 9 addresses auto-renewal mechanics directly (placing the burden of disabling it on the licensee) but commits to no advance notice before a renewal charge, and no other document does either -- the vendor addressed the adjacent mechanics while leaving notice unaddressed."
pass2,anomaly-ai,failed_generation_charge_policy,vendor_silence,"HAND. The pricing page's 'How credits work' section defines cost by step type in detail but never addresses a failed, erroring, or empty-result step; this is a fully-read, on-topic document, not a narrow search. Both passes independently reached this same finding and the published adjudicated record re-confirms it after a third read, on a vendor whose entire 3-document universe (pricing, terms, privacy) was exhaustively confirmed via sitemap and subdomain probing."
pass2,anomaly-ai,renewal_notice_commitment,vendor_silence,"HAND. Terms of service (read in full) was checked, and the coder confirmed via sitemap.xml (~130 URLs) plus 404s on /faq /help /billing /subscription and unconfigured help./docs. subdomains that no help-center or billing page exists anywhere on this domain -- the vendor's entire document universe was exhaustively enumerated and contains no renewal-notice commitment."
pass2,anomaly-ai,refund_policy_exists,vendor_silence,"HAND. Terms of service and pricing page (both read in full) never mention refunds, and a dedicated refund page was confirmed absent by 404 and by its absence from the enumerated sitemap.xml -- not merely unfound but proven not to exist. Pass1 reached the identical conclusion independently on the same basis."
pass2,anomaly-ai,refund_window_days,vendor_silence,"HAND. Cascades from refund_policy_exists=unknown, itself grounded in a full read of the terms of service and pricing page plus confirmation via sitemap.xml and 404s that no dedicated refund page exists anywhere on the domain. No day-count window is stated because no refund policy of any kind is published; pass1 reached the same finding independently."
pass2,anomaly-ai,refund_conditions,vendor_silence,"HAND. Same basis as refund_window_days: terms of service and pricing page fully read, no dedicated refund page exists (confirmed via sitemap.xml and 404s), so no conditions of any kind are published. Matches pass1's independent, identically-reasoned finding."
pass2,anomaly-ai,commercial_use_lowest_tier,vendor_silence,"HAND. The only IP/commercial clause in the fully-read terms of service ('Content is provided for personal or internal business use only...') governs the vendor's own service content, not user-generated outputs, and no pricing-grid row addresses commercial use of outputs. Matches pass1's independent finding on the same basis."
pass2,anomaly-ai,output_ownership_statement,vendor_silence,"HAND. The terms' 'You retain all rights to the data you upload or connect to the platform' covers INPUT data only; a separate 'AI-Generated Content Disclaimer' clause treats AI-generated outputs (queries, analyses, dashboards, insights) as its own category addressing only accuracy/liability, never ownership. This is the textbook adjacent-construct case -- input ownership stated, output ownership conspicuously not -- and matches pass1's near-identical independent finding."
pass2,beautiful-ai,watermark_removal_tier,vendor_silence,"HAND. The compare-plan grid (read in full, including a 'Player branding' row present on Team/Enterprise and absent on Pro, which the coder explicitly declined to treat as equivalent to a watermark without a stated tie) and the Terms of Service (read in full, keyword-checked for 'watermark') both cover branding-adjacent territory without ever naming a watermark policy. A separate 'AI terms' page returned only unrendered boilerplate and was not chased further, but watermarking-on-exports is a product/feature-grid matter, which was read in full."
pass2,google-veo,trial_card_required,vendor_silence,"HAND. Cascades from trial_exists, itself investigated across many reachable documents (gemini-api/docs/billing, cloud.google.com/free, the Tier 1/2/3 progression tables) that were all read; Veo carries no free-tier quota at all (marked N/A) and a general $300 new-customer Cloud credit's applicability to Gemini API/Veo usage specifically is never confirmed. Google's own scattered, multi-surface billing structure simply never yields a determinate trial answer, despite an unusually thorough 12-document investigation across this record."
pass2,humanizemy,refund_window_days,vendor_silence,"HAND. The dedicated Refund & Cancellation Policy page (read in full, archived) states three qualifying refund conditions but never a day-count eligibility window; its only day figure, a 14-day response SLA for how long the vendor takes to answer a submitted request, is a different construct the coder correctly declined to substitute. Matches the identical, already-decided pass1 finding for this same vendor's same page (and its sibling record humanizemy-ai-detector)."
pass2,ismybrandinai,free_plan_cap_value,vendor_silence,"HAND. ToS (read in full), About page, Tools listing, and the AI Bot Checker's own page and FAQ were checked, plus a full sitemap.xml enumeration (54 URLs) and a cross-check against a sibling tool confirming the same free/unmetered pattern; no document states a usage limit on the free tool in any form. Matches the identical, already-decided pass1 finding for this same vendor on the same cascading basis."
pass2,jobscan,annual_default_toggle,instrument_gap,"HAND. The pricing page clearly preselects Quarterly (highlighted pill, 'Most popular' ribbon) among a three-way Free/Quarterly/Monthly display, with no monthly-vs-annual toggle at all; the variable's value list (annual_preselected, monthly_preselected, no_toggle, not_applicable, conflicting) has no category for a specific quarterly-cadence preselection among three options. The coder explicitly names this the same instrument-coverage gap as headline_billing_basis's already-known quarterly-cadence gap."
pass2,jobscan,commercial_use_lowest_tier,access_failure,"HAND. The general Terms of Service, the codebook's first-ranked source for commercial-use rights, exists but could not be read in English across four independent attempts (WebFetch, two browser navigations, an existing Wayback capture, and an archive.ph attempt all rendered Turkish body text), documented in the record's own access-note file. No other accessible document addresses commercial use of Jobscan-generated content."
pass2,jobscan,output_ownership_statement,access_failure,"HAND. Same root cause as commercial_use_lowest_tier: the general Terms of Service could not be read in English after four independent attempts. A different document, the SaaS Agreement, was read but governs a separate B2B 'Organizations' contract and is ambiguous about whether its input-ownership clause extends to AI-generated output for the individual Premium tier coded here -- correctly not treated as conclusive for a different product."
pass2,jobscan,unquantified_limit_clause,access_failure,"HAND. The codebook requires reading the terms of service and acceptable-use policy in full for this variable, and the general Terms of Service could not be read in English after four independent attempts. The SaaS Agreement was read in full but is a different B2B contract, not 'the terms' for the individual Premium product coded here, so it cannot substitute despite containing no qualifying clause itself."
pass2,recraft,free_plan_watermark,vendor_silence,"HAND. The free-plan feature list, free-plan docs page, and Terms of Service (searched in full for 'watermark') were all checked; ToS section 8.2 directly addresses Recraft's watermark/metadata-embedding capability but describes it as tier-agnostic, never distinguishing free from paid -- the adjacent-construct pattern that is stronger evidence of genuine silence than total silence. Matches the published adjudicated finding for this exact product/variable, on which both passes already agreed."
pass2,shortsfaceless,credit_rollover_policy,vendor_silence,"HAND. This reviewer independently read the complete 5,591-character Terms of Service capture (2026-08-15-tos.html, identical text to pass1's capture) and confirmed no mention of rollover, unused, expire, or reset anywhere in the document; the site's only real pages (confirmed by pass2's own exhaustive route-probing of /refund /cancellation /billing /help /faq /docs /terms, all fake) are the homepage, ToS, /deal, and privacy policy. Matches pass1's fully-evidenced identical finding for the same vendor."
pass2,shortsfaceless,failed_generation_charge_policy,unattributable_weak_basis,"HAND. This record's evidence field for the value is blank, with no stated search method or coder_note discussion at all. This is the same construct, on the same vendor, whose pass1 sibling value was already reversed from an apparent finding to unattributable_weak_basis because a narrow keyword search cannot establish silence on this exact construct; a record showing even less work than the reversed one does not clear that bar either."
pass2,shortsfaceless,auto_renewal_default,vendor_silence,"HAND. This reviewer independently read the complete Terms of Service capture (2026-08-15-tos.html) and confirmed zero mentions of renew, recurring, automatically, or subscription (the sole 'subscription' hit sitewide is an unrelated affiliate clause, per pass1's parallel check); the site has no help center or billing FAQ. Matches pass1's fully-evidenced identical finding for this vendor."
pass2,shortsfaceless,renewal_notice_commitment,vendor_silence,"HAND. This reviewer independently confirmed via the complete Terms of Service capture that no advance-notice-before-renewal language exists anywhere in the document, consistent with the ToS's total silence on renewal generally. The pass1 sibling record for this identical vendor and variable was already auto-classified vendor_silence on the same 'no document read states it' basis."
pass2,shortsfaceless,refund_window_days,vendor_silence,"HAND. The coder_note directly explains the value: 'Same guarantee carries no stated day-window, hence refund_window_days=unknown' -- the complete refund text sitewide is the four-word '100% money-back guarantee' on /deal (quoted elsewhere in this record), and no other document states a window. Matches pass1's fully-evidenced identical finding for the same vendor and same guarantee text."
pass2,shortsfaceless,cancellation_self_serve,vendor_silence,"HAND. This reviewer independently confirmed via the complete Terms of Service capture that the word 'cancel' does not appear anywhere in the document, and the record's own site-structure note confirms /cancellation and /billing are fake routes that fall back to a generic sign-in page. Matches pass1's fully-evidenced identical finding ('no document... describes a cancellation route of any kind') for this vendor."
pass2,undetectable-ai,free_plan_cap_value,vendor_silence,"HAND. Cascades from free_plan_cap_documented=none_quantified: the free/'Basic' tier's own product page was read and describes it only qualitatively, with 'Unlimited' appearing solely in the page's title tag (never repeated with a number in visible body or FAQ copy) and a nearby '10,000 characters' figure not clearly attributed to the free tier specifically. The vendor discusses the tier without ever publishing a genuine quantified figure to transcribe."
pass2,undetectable-ai,trial_length_days,instrument_gap,"HAND. The trial's entire documented constraint, per the pricing page ('Free Trial is limited to 250 words. Additional usage requires paid plan activation.'), is a word count, and no day-based figure is published anywhere in any document read (pricing, terms, help). The variable can only hold an integer count of days or unknown/not_applicable/conflicting; it has no slot for a trial whose sole published limit is denominated in words rather than time."
pass2,undetectable-ai,output_ownership_statement,vendor_silence,"HAND. Terms of Service Section 2 (the vendor's own site/software content) and Sections 8-9 (user-posted community 'Contributions') were read; neither extends to the humanized text output the tool generates from user input -- the vendor addresses ownership carefully in two neighboring categories while never reaching the actual output. Matches pass1's independent, nearly identical finding for the same vendor and variable."
adjudicated,ismybrandinai,commercial_use_lowest_tier,vendor_silence,"HAND. The adjudicator named the kind in its own evidence: 'unknown (vendor silence)'. It had reversed pass 2's not_applicable, which applied the principal-output-scoped worked example of a different variable to a whole-product test, then found the vendor's own Terms name a generator among its free tools — so artifacts exist and no document addresses commercial use of them. Documents read in full and reachable."
adjudicated,ismybrandinai,output_ownership_statement,vendor_silence,"HAND. Named by the adjudicator: 'unknown (vendor silence)'. The vendor's IP clause covers site content only and never reaches tool output. Same reversal of pass 2's not_applicable, same whole-product versus principal-output distinction."
adjudicated,vidnoz,failed_generation_charge_policy,vendor_silence,"HAND. The adjudicator states it explicitly and rules out the alternatives by name: 'AGREED -- unknown, kind: VENDOR SILENCE (not access failure, not instrument gap). Both passes fully accessed and read multiple document classes.' Note this is exactly the phrasing that the negation guard (D-042) had to be narrowed to read correctly."
adjudicated,ismybrandinai,free_plan_cap_value,vendor_silence,"HAND. Genuine silence rather than the documented-but-unquantified instrument gap. Its neighbour free_plan_cap_documented is itself unknown on the ground that 'no document anywhere states a usage limit (quantified OR unquantified), nor an explicit unlimited claim' — so there is no qualitative statement for the format to fail to hold. The adjudicator also declined to infer a cap from the no-account client-side design, correctly treating that as inference rather than documentation. Both passes agree."
adjudicated,adobe-firefly,free_plan_cap_value,instrument_gap,"AUDIT. Evidence: free_plan_cap_documented=none_quantified, vendor publishes 'free daily generations... refresh every day' / help-table 'Limited' but never a number, and the field's Format rule allows only a formatted figure or unknown - documented-but-unquantified allowance, no slot. The study's own overrides file cites THIS record as an instrument-gap precedent ('the same instrument gap this study's adobe-firefly and anomaly-ai adjudicated records name explicitly and resolve the same way')."
adjudicated,beautiful-ai,commercial_use_lowest_tier,vendor_silence,"AUDIT. Pattern fired on 'no determinate' but the sentence reads 'Coded unknown under codebook 2.1 step 4 (no determinate value)' - the general indeterminacy default, not a codebook-slot claim; the record never says the format lacks a slot. Vendor raised commercial use in an ambiguous clause without committing, which this study's own hand decision on undetectable-ai/watermark_removal_tier calls 'a genuine failure by the vendor to commit to a position on a topic it raised' = vendor_silence. All 12 hand commercial_use_lowest_tier decisions are vendor_silence or access_failure, none instrument_gap; pass1 sibling on this same clause is vendor_silence."
adjudicated,copyleaks,renewal_notice_commitment,instrument_gap,"AUDIT. 'Sec.22.3 ... commits to advance notice only for vendor-initiated CHANGES to subscription plans or pricing' - a documented, event-conditional vendor notice commitment the advance_notice_stated/no_notice_stated list cannot express. This is the study's own named event-conditional-notice gap (hand: adjudicated/colossyan, adjudicated/jobscan, pass1/picsart all instrument_gap on this exact shape)."
adjudicated,udio,renewal_notice_commitment,instrument_gap,"AUDIT. ""ToS 3.2's 'reasonable notice' promise is scoped to price/plan CHANGES, not each renewal"" - notice IS promised, on a different trigger. Same event-conditional-notice gap the study hand-assigns to adjudicated/colossyan and adjudicated/jobscan; both adjudicated rows of this shape that the study reviewed by hand became instrument_gap."
adjudicated,undetectable-ai,trial_length_days,instrument_gap,"AUDIT. ""The pricing page's persistent footnote states a USAGE cap only ('Free Trial is limited to 250 words'), no day-count ... a day-based figure in a different, non-comparable unit"" - a trial whose sole published limit is denominated in words against a variable that can hold only days. Both hand siblings on this identical product+variable (pass1 and pass2 undetectable-ai/trial_length_days) are instrument_gap; only this published adjudicated row was left to the pattern."
pass1,adobe-firefly,trial_length_days,access_failure,"AUDIT. ""the FAQ answer content could not be read (see register_events: FAQ accordion would not expand)"" - the record's own limitations note lists trial_length_days as a variable affected by that unread FAQ (whose visible titles include 'How much does Adobe Firefly cost?'), and the same accordion problem was solved elsewhere in this record by fetching an archived raw-HTML snapshot, a path not taken here. A relevant document was not retrieved, so the silence may be ours (cf. hand: pass1/lovo-ai, pass1/canva)."
pass1,brandcited,renewal_notice_commitment,instrument_gap,"AUDIT. ""ToS 14 commits to 30 days' notice, but only for vendor-initiated *price changes* at next renewal ('We'll notify you at least 30 days before your plan price changes')"" - a verbatim, documented vendor notice commitment on a different trigger; the value list has no slot for event-conditional notice. Same shape as hand-assigned instrument_gap on pass1/picsart and adjudicated/jobscan."
pass1,canva,first_charge_amount_usd,access_failure,"AUDIT. ""no arm supplies a figure to annualize"" because ""Arm 2 returns nothing readable"" - US-crawled archive captures of both pricing URLs redirect to Canva's own bot-block interstitial. Canva plainly publishes a price (TRY 1,920/yr observed); the USD figure a US reader is served was not retrieved. Identical to the study's hand call on pass1/picsart/cost_per_output_computable: 'a retrieval failure, not vendor silence'."
pass1,canva,headline_price_usd,access_failure,"AUDIT. ""Arm 2 still returns nothing readable (US-crawled archive captures of both pricing URLs redirect to Canva's own bot-block interstitial), so no actual USD figure is in hand"" - the record's own resolution is 'no figure was recovered', i.e. our retrieval failed, not that Canva publishes no price. Matches hand pass1/picsart/cost_per_output_computable (geo-served TRY + pre-hydration archive shell = access_failure)."
pass1,copyleaks,renewal_notice_commitment,instrument_gap,"AUDIT. ""ToS 22.3 commits to advance notice only for vendor-initiated CHANGES to subscription plans/pricing ('We will provide you with advance notice of any such changes, and they will apply to you only as of the start of your next billing cycle or subscription renewal')"" - notice is documented, on an event trigger the binary value list cannot express. Study's own named event-conditional-notice gap."
pass1,google-veo,failed_generation_charge_policy,instrument_gap,"AUDIT. Recording vendor silence here states as undocumented a policy the vendor documents verbatim: the study's own hand decision on adjudicated/google-veo/failed_generation_charge_policy reads 'Surface B documents the construct explicitly (You are only charged if your video is successfully generated) ... Coding vendor_silence here would record a documented policy as undocumented.' This pass1 row read only Surface A documents (Flow credits article, Flow get-started FAQ); the unresolved question is which of two non-equivalent official surfaces governs."
pass1,gptzero,headline_price_usd,access_failure,"AUDIT. ""No USD figure is published anywhere for it on the live page ... Arm 2 ... again shows only a pre-hydration '$0/mo billed annually' placeholder (not a real price; GPTZero's price is fetched client-side at runtime)"" - a real price IS published (TRY 549/mo) and the ToS promises 'All payments shall be in U.S. dollars'; the record's own words are 'unknown is the value for we could not determine the figure'. Same shape the study hand-calls access_failure on pass1/picsart."
pass1,hostinger,trial_length_days,instrument_gap,"AUDIT. ""article documents the trial by its 5-credit grant only and states no day-based duration"" - the trial IS documented, quantified in credits, against a variable that can hold only an integer day count. Identical to the word-metered trial the study hand-assigns instrument_gap twice (pass1 and pass2 undetectable-ai/trial_length_days: 'no slot for a trial whose sole published limit is denominated in words rather than time'). Distinct from canva/picsart trial_length_days silences, where no constraint of any unit was published."
pass1,ideogram,renewal_notice_commitment,instrument_gap,"AUDIT. ""ToS 'reasonable notice' clause (section 2, price/plan changes) does not cover routine renewal charges"" - a documented notice commitment on a different trigger, which the advance_notice_stated/no_notice_stated pair cannot express. Study's own named event-conditional-notice gap (hand: pass1/picsart, adjudicated/colossyan, adjudicated/jobscan)."
pass1,openai-sora,annual_condition_disclosure,access_failure,"AUDIT. 'the last reachable pre-shutdown ChatGPT pricing capture does not mention Sora at all' -- cascades from headline_price_usd, unresolved because the Sora Billing & Credits FAQ is 404 live with only an empty archived shell; 9 sibling rows on this record were hand-fixed to access_failure."
pass1,openai-sora,commercial_use_lowest_tier,access_failure,"AUDIT. 'no Sora-specific documentation was reachable to check further' -- the decisive clause is unreachability, not vendor non-publication; the ToS keyword search alone cannot establish silence."
pass1,openai-sora,credit_rate_location,access_failure,"AUDIT. 'The document most likely to carry a published rate could not be located/read' -- the named source IS that document (Sora Billing & Credits FAQ, 404 live); its siblings credit_unit_defined and credit_to_output_rate_published were hand-fixed to access_failure on this exact reasoning."
pass1,openai-sora,credit_rollover_policy,access_failure,AUDIT. 'was found in any reachable document' -- concedes unreachable documents; the record's own source note calls the Billing & Credits FAQ 'the single document most likely to have defined credits' and unrecoverable.
pass1,openai-sora,failed_generation_charge_policy,access_failure,"AUDIT. 'No statement ... was found in any reachable document' -- identical construction to trial_length_days and trial_auto_converts on this same record, both hand-decided access_failure."
pass1,openai-sora,free_plan_cap_documented,access_failure,"AUDIT. 'Follows free_plan_exists = unknown', which is itself unknown because nothing is 'stated anywhere reachable'; a cascade inherits its parent's kind and the parent is an access failure."
pass1,openai-sora,free_plan_cap_value,access_failure,"AUDIT. 'No quantified free-plan limits located' -- on a record whose pricing and product-documentation classes were never retrieved, so the read-and-reachable precondition for vendor_silence is not met."
pass1,openai-sora,free_plan_duration,access_failure,"AUDIT. 'No document addresses whether a no-cost tier, if any, was perpetual' -- the free-plan question is unassessable because the pricing-page and documentation classes could not be reached for Sora (coder_note)."
pass1,openai-sora,free_plan_exists,access_failure,AUDIT. 'its relationship to a possible free baseline is not stated anywhere reachable' -- the word 'reachable' is the operative limit; credit_system_present=yes proves a paid mechanism was documented but unretrievable.
pass1,openai-sora,free_plan_watermark,access_failure,"AUDIT. Same construct as watermark_removal_tier on this record, whose evidence says 'no Sora product documentation was reachable to check further'."
pass1,openai-sora,headline_billing_basis,access_failure,AUDIT. 'see headline_price_usd' -- cascades from a value unresolved because 'the one document most likely to state it ... could not be recovered'.
pass1,openai-sora,headline_price_usd,access_failure,"AUDIT. 'the one document most likely to state it, the Sora Billing & Credits FAQ, could not be recovered' -- first_charge_amount_usd was hand-fixed to access_failure on a verbatim-equivalent sentence."
pass1,openai-sora,trial_card_required,access_failure,"AUDIT. 'see trial_exists' -- trial_exists, trial_length_days and trial_auto_converts were all hand-fixed to access_failure ('the higher-ranked pricing page and documentation classes were never reachable'); this is the fourth trial variable, left behind."
pass1,openai-sora,watermark_removal_tier,access_failure,AUDIT. 'no Sora product documentation was reachable to check further' -- a ToS keyword search plus an unreachable documentation class is an access failure.
pass1,phrasly,first_charge_amount_usd,access_failure,"AUDIT. 'no arm returned a readable price to annualize' -- arm 2 failed for retrieval reasons ('Cloudflare's own bot-challenge page (archive.org's crawler blocked too)'); the hand override on picsart/cost_per_output_computable calls this same currency block 'a retrieval failure, not vendor silence'."
pass1,phrasly,headline_price_usd,access_failure,"AUDIT. The vendor publishes its price plainly ('TRY 524.43 ... per month, billed annually') and the ToS states 'All payments shall be in US dollars'; the USD figure was unreadable only because the US-crawled arm returned 'a 34,722-byte pre-hydration shell' and 'Cloudflare's own bot-challenge page'. A published price recorded as silence."
pass1,picsart,first_charge_amount_usd,access_failure,AUDIT. 'the same reason headline_price_usd is unknown: no USD figure was found via either D-007 currency-check arm' -- cascades from a value the study itself hand-classified as a retrieval failure.
pass1,picsart,headline_price_usd,access_failure,"AUDIT. The price IS published ('both show TR83.25/mo'); the USD figure failed only on retrieval -- 'most recent Wayback snapshot (2026-08-02) is a pre-hydration empty shell'. The hand override on this record's cost_per_output_computable states the reason verbatim: 'a retrieval failure, not vendor silence'."
pass1,runway,renewal_notice_commitment,instrument_gap,"AUDIT. A documented notice commitment scoped to a different trigger, which the binary advance_notice_stated/no_notice_stated list has no slot to express -- the study's own named event-conditional-notice gap. The hand basis for plus-ai states the test: vendor_silence applies where there is 'not even an adjacent clause about price or plan changes -- unlike sibling records ... where an adjacent, differently-triggered notice clause exists'. Deciding sentence here: 'ToS commits to notice of a FEE/FEATURE CHANGE (""either immediately upon posting on the Services or by email delivery to you"")'."
