pass,product,variable,kind,decided_by,basis,evidence
pass1,kling-ai,trial_card_required,vendor_silence,hand,"HAND. Credits Policy (which documents the 7-Day Trial Membership's existence and length), the Terms of Paid Service, and the pricing page were all read; none states whether a payment card is required to start the trial. All three documents were reachable and read in full -- no unretrieved document is implicated for this specific sub-question.","Neither Credits Policy, payment-policy, nor the pricing page states whether payment card details are required to start the 7-Day Trial Membership."
pass1,kling-ai,trial_auto_converts,vendor_silence,pattern,silence signal: \bno document\b,"No document states whether the 7-Day Trial Membership converts to a paid subscription automatically; payment-policy's Automatic Renewal Service Rules describe ""Monthly Subscription""/""Yearly Subscription"" conversion but do not name the trial construct."
pass1,krea-ai,free_plan_watermark,vendor_silence,pattern,silence signal: \bzero occurrences?\b,"'watermark' has zero occurrences on the pricing page, zero in the full Terms of Use text (45,338 chars, programmatically verified), and zero across the ~170-page documentation-site index (docs-site-index-llms-txt); no official document addresses free-plan watermarking either way."
pass1,krea-ai,watermark_removal_tier,vendor_silence,pattern,silence signal: \bzero occurrences?\b,"'watermark' has zero occurrences on the pricing page, zero in the full Terms of Use text, and zero across the ~170-page documentation index; no official document states whether any tier's outputs are watermarked."
pass1,leonardo-ai,free_plan_watermark,vendor_silence,pattern,silence signal: \bdoes not appear\b,"Checked pricing page, Terms of Service (full text + full HTML string search), Refund Policy, Token Usage article, Token Rollover article, Commercial Usage article, general FAQ, Tokens FAQ -- 'watermark' does not appear in any of them"
pass1,leonardo-ai,failed_generation_charge_policy,vendor_silence,pattern,silence signal: \bnone (?:of the documents )?(?:state|address|mention),"Checked Token Usage, Token Rollover, and Tokens FAQ (official Help Center) plus the Terms of Service -- none states what happens to tokens when a generation fails or errors"
pass1,leonardo-ai,refund_window_days,vendor_silence,hand,"HAND. The dedicated Refund Policy page and Terms of Service were both read via browser rendering (Cloudflare blocks static fetches and archive.org's own save attempts returned HTTP 520, but the coder reached and read the live pages directly); refund eligibility rests on six named fault circumstances, but no day-count window appears anywhere.","No day-count window is stated anywhere in the dedicated Refund Policy or the Terms; eligibility is fault/consumer-guarantee-triggered (see refund_conditions), not a 'within N days' window"
pass1,leonardo-ai,watermark_removal_tier,vendor_silence,hand,"HAND. No watermark policy of any kind is documented, so a removal tier cannot be determined for a policy that was never stated. Correctly not coded not_applicable: image output could carry a watermark.",No watermark policy of any kind is documented (see free_plan_watermark); a removal tier cannot be determined for a policy that is never stated. Not not_applicable: image output is a media artifact that could carry a watermark.
pass1,lovo-ai,failed_generation_charge_policy,vendor_silence,hand,"POST-WINDOW RETRIEVAL 2026-08-17. WAS access_failure. The Cloudflare-blocked Help Centre renders normally to a browser read; all 53 help articles were enumerated and the construct is absent from every one. The document we could not reach does not address it, so the silence is the vendor's after all.","Checked: full ToS read (archived 2026-07-28) and pricing page (archived 2026-04-03) - neither states what happens to allowance on a failed/errored generation. Help center Payment-and-Billing section could not be reached (Cloudflare-blocked live; no archive.org capture pursued given the effort cap). Codebook: ""this variable is silent often. That is the finding."""
pass1,lovo-ai,renewal_notice_commitment,vendor_silence,pattern,silence signal: \bno statement\b,"Full ToS read plus the three fetched help-center articles: no statement of any advance-notice commitment before a renewal charge was found (silence, not an explicit ""no notice"" statement, so coded unknown per the codebook's general silence convention rather than the explicit-absence value)"
pass1,midjourney,failed_generation_charge_policy,vendor_silence,pattern,silence signal: \bnone (?:of the documents )?(?:state|address|mention),"Read the GPU-Speed cost docs, the Requesting a Refund article, and the ToS in full; none states what happens to Fast-time consumption when a generation fails or errors."
pass1,midjourney,refund_window_days,vendor_silence,pattern,silence signal: \bno document\b,"Eligibility is gated by lifetime USAGE ('less than 20 GPU minutes throughout the lifetime of your account'), not by a stated day-count window; no document states a number of days for this variable."
pass1,midjourney,watermark_removal_tier,vendor_silence,pattern,silence signal: \bno document\b,"No document (ToS, plans page, or any help-center article read) mentions a visible watermark or vendor branding stamped on outputs at any tier."
pass1,mubert,first_charge_amount_usd,vendor_silence,pattern,silence signal: \bno official document\b,"Pricing page states only 'Billed annually' next to the per-month figure, never an annual total or a 'charged once for N months' statement. The one document that addresses payment cadence, the FAQ ('Which payment options are available?'), says: 'You can choose to pay in either monthly or annual installments' -- 'installments' does not confirm a single upfront annual charge versus the annual plan itself being billed in monthly installments. No official document states the billing frequency determinately enough to compute a first-charge figure, so per codebook rule 3 (domain 1, first_charge_amoun"
pass1,mubert,free_plan_watermark,vendor_silence,pattern,silence signal: \b(?:is|are|remain)s? silent\b,"DOM: the Ambassador card's div.pricing-card__features is completely empty -- no watermark row at all, checked or crossed (contrast: Creator/Pro/Business each show an explicitly checked 'No audible watermark' row, accent-color fill icon, non-disabled span). Pricing table is silent for the free tier specifically, which the codebook's own rule reads as unknown, not a documented cross. The FAQ ('How to remove the watermark?') states generically 'Mubert watermark is added to prevent fraudulent activity. The watermark will be deleted once you download the track to your device' -- this is not scoped "
pass1,mubert,failed_generation_charge_policy,vendor_silence,pattern,silence signal: \bno document\b,"No document -- FAQ, pricing page, ToU, or license page -- addresses what happens to the monthly generation allowance when a generation fails, errors, or produces nothing usable. Silent."
pass1,mubert,auto_renewal_default,vendor_silence,pattern,silence signal: \bno document\b,"No document uses the words 'renew' or 'automatically' about the subscription (grepped across all fetched documents: zero matches for 'renew'). The FAQ describes a self-serve cancel flow ('What happens if I cancel the Subscription?'; 'How do I cancel my subscription? -- You can cancel your subscription in My Profile section.'), which implies an ongoing recurring arrangement exists, but implication is not a statement (same standard the codebook itself applies to trial_card_required's Vendor I example), so this is coded unknown rather than 'on'."
pass1,mubert,renewal_notice_commitment,vendor_silence,pattern,silence signal: \bno (?:such )?(?:clause|commitment|figure|mention)\b,"No commitment to notify before a renewal charge, and no denial of one, appears in any document."
pass1,murf-ai,free_plan_watermark,vendor_silence,pattern,silence signal: \bdoes not appear\b,"The word ""watermark"" does not appear on the pricing page, in the Terms of Service, or in the help-center ""Free Trial Features"" article; official sources describe the free tier as having ""No Downloads"" rather than watermarked downloads. Third-party review sites claim free-tier downloads are watermarked, but protocol 6.2/codebook section 1.6 bar coding a value from third-party sources, and those claims are also in tension with the official ""No Downloads"" statement -- not used to justify a value."
pass1,murf-ai,failed_generation_charge_policy,vendor_silence,pattern,silence signal: \bnever states\b,"Article (read in full) lists causes of a failed synthesis (VGT exhausted, payment failed and plan not renewed, invalid IPA, unrecognized character) but never states whether a failed attempt consumes Voice Generation Time."
pass1,murf-ai,watermark_removal_tier,vendor_silence,pattern,silence signal: \bno official document\b,No official document states that any tier's outputs do or do not carry a watermark (see free_plan_watermark).
pass1,murf-ai,output_ownership_statement,vendor_silence,pattern,silence signal: \bno (?:such )?(?:clause|commitment|figure|mention)\b,"ToS 3.1 defines ""Content"" narrowly as ""the content and information that you submit to the Services"" and states the user owns and licenses THAT to Murf -- this addresses user-submitted input (scripts, cloning training audio), not the AI-generated voiceover output. No clause in the ToS or in Product-Specific Terms addresses who owns the generated audio output for the Studio product specifically (contrast: Product-Specific Terms 9.1.2(a) grants Murf API customers a license -- not ownership -- to ""Generated Content"", but that clause is scoped to the API product line, a different product from Studi"
pass1,myperfectresume,free_plan_watermark,vendor_silence,pattern,silence signal: \bno document\b,"0 hits for ""watermark"" across the full terms-conditions text (113,851 chars) and the pricing page; free-tier restriction is a complete TXT-only format lock, not a watermark mechanism, and no document states either way"
pass1,myperfectresume,trial_card_required,vendor_silence,hand,HAND. Created by the A-012 correction batch (2026-08-17). The value moved yes -> unknown because the variable's rule 3 bars inference and the original value was inferred from a non-zero charge. No document states whether payment details are required; the pricing page and its surrounding documents were read and reachable.,"ADJUDICATION QUEUE A-012, resolved 2026-08-17 (orchestrator/A-012-resolution.md). WAS ""yes""; corrected to unknown, kind = VENDOR SILENCE. This variable's rule 3 explicitly BARS inference and makes vendor silence unknown, and the original value was reached by inference -- the coder said so in its own evidence: a non-zero immediate charge 'necessarily requires payment details'. That is a sound inference and it is still an inference. No document states whether payment details are required. Direction: this correction COSTS the vendor 2 points on B3 (5 to 3), and is applied with the same care an ow"
pass1,myperfectresume,commercial_use_lowest_tier,vendor_silence,pattern,silence signal: \bno document\b,"No document grants or denies a commercial-use right for the resume/cover-letter output itself. One AUP phrase found -- ""you are obliged to refrain from transmitting any commercial, advertising, or promotional materials, or use the digital resume for commercial purposes"" -- appears in the Bold.pro public-profile acceptable-use rules (anti-spam/anti-advertising via the profile page), a different context from licensing the resume output; not used to code a determinate value. See coder_note."
pass1,myperfectresume,watermark_removal_tier,vendor_silence,pattern,silence signal: \bno document\b,"0 hits for ""watermark"" anywhere in the terms or pricing page; MyPerfectResume gates the free plan by complete format lock (TXT only) rather than by watermarking, and no document states a watermark policy either way"
pass1,nicepage,trial_card_required,vendor_silence,pattern,silence signal: \bno document\b,no document states whether payment details are required to start the account-creation-triggered trial
pass1,nicepage,trial_auto_converts,vendor_silence,pattern,silence signal: \bno document\b,"no document states the trial converts, continues, or renews into a paid charge; the trial is tied to account creation, separate from the Buy/checkout flow"
pass1,nicepage,renewal_notice_commitment,vendor_silence,pattern,silence signal: \bno document\b,no document commits to notifying the buyer before a renewal charge
pass1,nicepage,output_ownership_statement,vendor_silence,pattern,silence signal: \bneither states\b,"/terms and /agreement read in full; both address ownership of NICEPAGE's own Content/Work (templates, site materials), neither states who owns a user's generated/published website"
pass1,openai-sora,headline_price_usd,vendor_silence,hand,"POST-WINDOW RETRIEVAL 2. WAS access_failure. Covered by sweep 1's enumeration of the entire pre-shutdown help collection and its full recovery of the only billing document that ever existed, which contains zero occurrences of $. Inherited rather than independently re-verified: archive.org's replay path was 503 throughout sweep 2, though the timemap confirmed exactly 31 mementos and both slugs 404 live.","Live page: 'Sora is no longer available.' No dedicated Sora price was found on sora.com, on openai.com/sora/, or in the last pre-shutdown archived ChatGPT plans page (2026-04-20); the one document most likely to state it, the Sora Billing & Credits FAQ, could not be recovered. See coder_note for the full three-surface search."
pass1,openai-sora,headline_billing_basis,vendor_silence,hand,"POST-WINDOW RETRIEVAL 2. WAS access_failure. The retrieved document ADDRESSES the construct, which makes the reclassification the smaller half of the finding: the vendor did publish here and our instrument missed it. Caveat: the article self-scopes to 'Sora 1 on Web'.","No headline figure was located on any checked surface, so no billing basis could be read; see headline_price_usd."
pass1,openai-sora,first_charge_amount_usd,vendor_silence,hand,"POST-WINDOW RETRIEVAL 2026-08-17 (orchestrator/post-window-retrieval.md). WAS access_failure. The Billing FAQ was recovered in full from an earlier capture — the coder had checked only the newest of 31 and correctly found a bot-wall shell there. The recovered article contains ZERO occurrences of $, credit, trial, annual or refund, and enumerating the entire help collection from the last pre-shutdown capture establishes it was the ONLY billing document that ever existed. This is now a verified positive finding: the vendor never published a consumer price. Stronger than the unknown it replaces.",No pricing page or billing document stating a first-charge amount could be located or recovered.
pass1,openai-sora,mandatory_addon_present,access_failure,hand,"HAND. The coder names the exact document that would settle this, the Sora Billing & Credits FAQ, and states it returns HTTP 404 live with only an empty archived app shell recoverable -- ""unknown is for documentation that could not be located at all,"" in the coder's own words.","The billing/credits documentation that would address a required add-on charge returns HTTP 404 live and is an empty archived app shell; per codebook rule 5, unknown is for documentation that could not be located at all."
pass1,openai-sora,annual_condition_disclosure,vendor_silence,hand,POST-WINDOW RETRIEVAL 2. WAS access_failure. Same recovered document and enumeration; no annual condition is stated anywhere.,No headline figure exists to attach an annual-prepayment condition to; the last reachable pre-shutdown ChatGPT pricing capture does not mention Sora at all.
pass1,openai-sora,annual_default_toggle,vendor_silence,hand,"HAND (2026-08-17, D-075). WAS access_failure. Sweep 3 read all ten recovered documents: 'annual' and 'yearly' occur zero times across the set. Reachable, read in full, silent.","Current live page carries no billing toggle (shutdown notice only); the last reachable pre-shutdown archived Sora surfaces (openai.com/sora/, chatgpt.com/pricing) likewise show no Sora-specific billing toggle."
pass1,openai-sora,free_plan_exists,vendor_silence,hand,"POST-WINDOW RETRIEVAL 2. WAS access_failure. Retrieved document addresses the construct; our miss. The sweep flags this as where its 'Sora 1 on Web' self-scoping bites hardest, so treat the value as established for that surface only.",No official document states either that a no-cost Sora plan existed or that none did; a documented credit-purchase mechanism existed (see credit_system_present) but its relationship to a possible free baseline is not stated anywhere reachable.
pass1,openai-sora,free_plan_cap_documented,access_failure,hand,"AUDIT. 'Follows free_plan_exists = unknown', which is itself unknown because nothing is 'stated anywhere reachable'; a cascade inherits its parent's kind and the parent is an access failure.",Follows free_plan_exists = unknown; no document describes free-plan limits.
pass1,openai-sora,free_plan_cap_value,access_failure,hand,"AUDIT. 'No quantified free-plan limits located' -- on a record whose pricing and product-documentation classes were never retrieved, so the read-and-reachable precondition for vendor_silence is not met.",No quantified free-plan limits located.
pass1,openai-sora,free_plan_watermark,access_failure,hand,"AUDIT. Same construct as watermark_removal_tier on this record, whose evidence says 'no Sora product documentation was reachable to check further'.",No document addresses watermarking of any Sora output tier.
pass1,openai-sora,free_plan_duration,access_failure,hand,"AUDIT. 'No document addresses whether a no-cost tier, if any, was perpetual' -- the free-plan question is unassessable because the pricing-page and documentation classes could not be reached for Sora (coder_note).","No document addresses whether a no-cost tier, if any, was perpetual or time-limited."
pass1,openai-sora,trial_exists,vendor_silence,hand,"POST-WINDOW RETRIEVAL 2026-08-17. WAS access_failure. Same recovered Billing FAQ, same enumeration of the full help collection: no trial is documented anywhere, and the word 'trial' does not occur in the only billing document the vendor ever published.","Full-text search of the Terms of Use (the only one of the three prioritized document classes for this pricing-class variable that was reachable) found no mention of a free trial anywhere; the live pricing page and product documentation classes, which rank above the terms for this variable, could not be reached for Sora, so the rule's 'pricing page and documentation mention no trial' test for coding no is not met."
pass1,openai-sora,trial_card_required,vendor_silence,hand,"POST-WINDOW RETRIEVAL 2. WAS access_failure. No trial is documented at all, so no card requirement is either. Consequent on the trial findings sweep 1 established.",No trial mechanism was confirmed to exist (see trial_exists); no statement on card requirements was found.
pass1,openai-sora,trial_length_days,vendor_silence,hand,POST-WINDOW RETRIEVAL 2026-08-17. WAS access_failure. Consequent on trial_exists: the recovered document and the enumerated help collection contain no trial and therefore no length.,No trial length stated in any reachable document.
pass1,openai-sora,trial_auto_converts,vendor_silence,hand,"POST-WINDOW RETRIEVAL 2026-08-17. WAS access_failure. Consequent on trial_exists, on the same recovered evidence.",No trial conversion behavior stated in any reachable document.
pass1,openai-sora,credit_unit_defined,vendor_silence,hand,"POST-WINDOW RETRIEVAL 2026-08-17. WAS access_failure. The recovered Billing FAQ contains no occurrence of 'credit', and the retrieval established there was never a separate credits FAQ — the article's real title contains no such word. The vendor never defined a credit unit.","The Sora Billing & Credits FAQ, the document that would define what one credit equals in output terms, returns HTTP 404 live; its only recoverable archive.org capture is an empty app shell with no article text."
pass1,openai-sora,credit_to_output_rate_published,vendor_silence,hand,"POST-WINDOW RETRIEVAL 2026-08-17. WAS access_failure. Same recovered document, same absence of any credit vocabulary; no rate was ever published.",Same unrecoverable-document reasoning as credit_unit_defined.
pass1,openai-sora,credit_rate_location,vendor_silence,hand,"POST-WINDOW RETRIEVAL 2. WAS access_failure. The recovered article contains no credit vocabulary and there was never a separate credits FAQ, so no rate and no location.",The document most likely to carry a published rate could not be located/read; no rate was found on any surface that was reachable.
pass1,openai-sora,cost_per_output_computable,vendor_silence,hand,"POST-WINDOW RETRIEVAL 2026-08-17. WAS access_failure. Follows from the price and credit findings above, both now verified against the recovered document rather than inferred from an unreachable one.","The entry-tier price, credit allowance, and credit-to-output rate are all unknown because the document that would state them could not be recovered; no calculation can be attempted."
pass1,openai-sora,credit_rollover_policy,vendor_silence,hand,POST-WINDOW RETRIEVAL 2. WAS access_failure. Same absence of credit vocabulary in the only billing document the vendor published.,No rollover/expiry statement for Sora credits was found in any reachable document.
pass1,openai-sora,failed_generation_charge_policy,access_failure,hand,"AUDIT. 'No statement ... was found in any reachable document' -- identical construction to trial_length_days and trial_auto_converts on this same record, both hand-decided access_failure.",No statement on whether failed generations consume credits was found in any reachable document.
pass1,openai-sora,commercial_use_lowest_tier,vendor_silence,hand,POST-WINDOW RETRIEVAL 2. WAS access_failure. Construct absent from the recovered document and from the enumerated collection.,"Full-text keyword search ('commercial', 'business purpose', 'monetiz', 'resell') of the Terms of Use found no clause addressing commercial use of Output; no Sora-specific documentation was reachable to check further."
pass1,openai-sora,watermark_removal_tier,vendor_silence,hand,POST-WINDOW RETRIEVAL 2. WAS access_failure. Retrieved document addresses the construct; our miss. Same 'Sora 1 on Web' scope caveat.,No mention of 'watermark' anywhere in the Terms of Use; no Sora product documentation was reachable to check further.
pass1,openai-sora,usage_cap_quantified,access_failure,hand,"HAND. The entry paid tier itself could not be identified because the one document that would define it, the Sora Billing & Credits FAQ, is unreachable (404 live, empty archive shell); with no identified tier, its limits cannot be assessed.","The entry paid tier itself could not be identified (see headline_price_usd/coder_note), so its usage limits cannot be assessed."
pass1,originality-ai,free_plan_watermark,vendor_silence,pattern,silence signal: \bno statement\b,No statement found on whether free-tool scan results/reports carry vendor branding or a watermark.
pass1,originality-ai,failed_generation_charge_policy,vendor_silence,pattern,silence signal: \bno statement\b,"No statement found, in the ToS or elsewhere, on whether a failed/errored scan consumes a credit."
pass1,originality-ai,renewal_notice_commitment,vendor_silence,pattern,silence signal: \bno (?:such )?(?:clause|commitment|figure|mention)\b,No commitment to notify before a renewal charge found; Sec 24 only covers general consent to receive billing/transactional communications electronically.
pass1,originality-ai,refund_window_days,vendor_silence,hand,"HAND. The dedicated refund-policy page was read in full (and used to code refund_policy_exists and refund_conditions in the same record); its only '30 days' language was correctly identified as governing how long an already-approved refund takes to arrive, not a request deadline, which is never stated.","No day-count window for REQUESTING a refund is stated; the page's only ""30 days"" language governs how long an already-approved refund may take to appear (""If you haven't received the refund within 30 days after our support team has applied it...""), a different construct."
pass1,originality-ai,commercial_use_lowest_tier,vendor_silence,hand,"HAND. The 27-section Terms and Conditions was read in full; Section 11's output-ownership clause was located and correctly distinguished as a different construct from a commercial-use grant, and no 'commercial license' row exists on the pricing-page feature grid.","No explicit, freestanding statement permitting or restricting commercial use of Outputs found, distinct from the general ownership clause in Sec 11; no ""commercial license"" row on the pricing-page feature grid."
pass1,phrasly,trial_card_required,vendor_silence,pattern,"silence signal: \bno\b.{0,50}\b(?:located|found)\b","Section 6 states 'users are required to pay a non-refundable fee of $2.00 USD...to start the Trial Period' but never uses the words 'card' or 'payment method' in that clause. Per binding agent guidance, trial_card_required may not be inferred from the mere existence of a charge; no explicit card/payment-method statement was found, so unknown stands despite the practical likelihood."
pass1,phrasly,credit_rollover_policy,vendor_silence,pattern,silence signal: \bdoes not appear\b,Neither the Terms of Service nor the pricing page's FAQ states what happens to unused monthly content-generation credits at period end; the word 'credit' does not appear in the Terms of Service at all.
pass1,phrasly,failed_generation_charge_policy,vendor_silence,pattern,silence signal: \bno document\b,No document found states whether a failed/errored humanization or content-generation attempt consumes the allowance or credit.
pass1,phrasly,commercial_use_lowest_tier,vendor_silence,hand,"HAND. The 32-section Terms of Service was read to the end; the one on-point clause found (32.3, Content Ownership) was correctly identified as scoped to a separate enterprise API product and excluded, leaving the consumer humanizer's output commercial-use rights unaddressed anywhere.","Terms of Service read in full; intellectual-property sections (2, 9, 10) cover Phrasly's own content/marks and user-submitted forum Contributions, not commercial-use rights in the humanizer's generated output text. The one on-point clause (32.3, Content Ownership) is explicitly scoped to API Licensees, a separate enterprise product, and is not used as evidence here."
pass1,phrasly,output_ownership_statement,vendor_silence,pattern,silence signal: \bno (?:such )?(?:clause|commitment|figure|mention)\b,No clause found addressing who holds rights in the AI-generated/humanized output text for the standard consumer product; the only ownership clause located (32.3) is explicitly restricted to API Licensees and not used as evidence for this consumer-product record.
pass1,picsart,headline_price_usd,vendor_silence,hand,"POST-WINDOW RETRIEVAL 2. WAS access_failure. 117 help articles enumerated, no currency policy, and the vendor's own country-keyed price payload carries no US/USD row for the Pro entry tier while carrying one for Ultra. Independent window-era warrant: the recovered TRY 999 figure is unchanged from the coded value.","Pro plan card and the separate feature-comparison table both show ""₺83.25/mo"" (Turkish Lira, Pro's cheapest/entry tier); no USD figure appears anywhere on the page. D-007 currency check run: (1) vendor's own currency disclosure - no currency/country selector, no currency URL parameter (tried ?currency=USD, no effect), no explicit currency statement found in ToS, GenAI Terms, or 6 support articles; (2) US-crawled archive capture - most recent Wayback snapshot (2026-08-02) is a pre-hydration empty shell with zero currency symbols/codes of any kind. Both arms failed to produce readable USD eviden"
pass1,picsart,first_charge_amount_usd,vendor_silence,hand,POST-WINDOW RETRIEVAL 2. WAS access_failure. Same payload and same absence of a US/USD row for the entry tier.,"Billing frequency is documented (one annual payment - see headline_billing_basis), but the amount cannot be stated in USD for the same reason headline_price_usd is unknown: no USD figure was found via either D-007 currency-check arm."
pass1,picsart,free_plan_cap_documented,vendor_silence,pattern,silence signal: \bno official document\b,"No official document (ToS, GenAI Terms, pricing page, subscription-types article, credits-work article) states any limit - quantified or unquantified - specifically for Picsart Free. Documents describe only qualitative feature GATES relative to paid plans (ad-free experience is a paid benefit, implying free has ads; ""exclusive content...not available to free users""; credits are described as ""allocated based on your Picsart subscription plan""), never a stated cap (no GB, no credit count, no export count) for the free tier itself."
pass1,picsart,free_plan_cap_value,vendor_silence,pattern,"silence signal: \bno\b.{0,50}\b(?:located|found)\b",No quantified free-plan limit located in any official document; see free_plan_cap_documented.
pass1,picsart,free_plan_watermark,vendor_silence,pattern,silence signal: \bnot addressed\b,"The string ""watermark"" does not appear in the Terms of Use, the GenAI Terms, or the pricing page (full-text keyword search performed on all three); not addressed in any support article read."
pass1,picsart,trial_card_required,vendor_silence,hand,"HAND. The Terms of Use were read and contain a hedged general clause ('For SOME Trials, we'll require you to provide your payment details') that never commits either way for the Pro-tier trial specifically; the pricing-page FAQ was also read and never mentions a card requirement -- matches the codebook's own worked example for this variable.","ToS states only a hedged, general clause: ""For SOME Trials, we'll require you to provide your payment details to start the Trial"" - does not commit either way for the Pro-tier trial specifically. The pricing-page FAQ never mentions a card requirement. Per codebook rule, silence/hedging is unknown; no inference drawn from the existence of the later auto-charge mechanism."
pass1,picsart,trial_length_days,vendor_silence,hand,"HAND. Three independent official documents were read -- the pricing-page FAQ, the ToS 'Free Trials and Promotions' clause, and the subscription-types FAQ -- all three confirming a trial exists; none states a day-count, and the ToS uses only the vague phrase 'a specified period.'","Three independent official statements confirm a trial exists (pricing-page FAQ, ToS ""Free Trials and Promotions"", subscription-types FAQ) and none of the three states a specific number of days; ToS calls it only ""a specified period""."
pass1,picsart,renewal_notice_commitment,instrument_gap,hand,"HAND. The Terms of Use were read in full and do commit to advance notice, but only of 'significant changes to your plan,' not of an ordinary renewal charge specifically -- the same event-conditional-notice gap this study names elsewhere, where a documented but differently-triggered commitment has no slot in the advance_notice_stated/no_notice_stated value list.","ToS commits to advance notice only of ""significant changes to your plan"" (""If you have purchased a Subscription, we will give you advance notice of significant changes to your plan"") - an adjacent construct (plan/price amendments), not a stated commitment to notify before each routine renewal charge specifically. No other official document addresses renewal notice."
pass1,picsart,watermark_removal_tier,vendor_silence,pattern,silence signal: \bno document\b,"""watermark"" not found in the Terms of Use, the GenAI Terms, the pricing page, or any of the 6 support articles read; the construct plainly applies (outputs are visual media) but no document addresses it."
pass1,pika,failed_generation_charge_policy,vendor_silence,pattern,silence signal: \bnot addressed\b,"not addressed in pricing page, FAQ (incl. its empty Tech Issues section), ToS, or AUP"
pass1,pixlr,free_plan_cap_value,instrument_gap,hand,"HAND. The pricing page's repeated 'Snap! You have used all of your daily free saves!' copy documents a real, named free-plan limit, but no official document ever attaches a number to it; this variable's Format rule has no slot between a formatted quantity/unit/period figure and the literal token unknown for a limit that is described but never quantified -- the same gap this study's adobe-firefly, anomaly-ai, and undetectable-ai records resolve the same way.","no limit cleared the quantification bar (see free_plan_cap_documented); coded unknown to mean ""no quantified figure exists to record,"" not ""unclear whether a cap exists"" — see coder_note"
pass1,pixlr,free_plan_watermark,vendor_silence,pattern,"silence signal: \bno\b.{0,50}\b(?:located|found)\b","no watermark statement found on /editor/ or /express/; the only site-wide ""no watermarks"" statements found are for unrelated file-converter utilities and a generic, unscoped privacy line — not used as evidence"
pass1,pixlr,trial_card_required,vendor_silence,pattern,"silence signal: \bno\b.{0,50}\b(?:located|found)\b",no explicit card-required or no-card-required statement found anywhere in official documents; checkout-flow-adjacent UI strings exist but inference from flow design is barred by the codebook
pass1,pixlr,failed_generation_charge_policy,vendor_silence,pattern,silence signal: \bno statement\b,"no statement found addressing technical failures or empty results specifically, in either the Terms of Use or the License and Services Agreement"
pass1,pixlr,renewal_notice_commitment,vendor_silence,pattern,silence signal: \bno (?:such )?(?:clause|commitment|figure|mention)\b,"no clause specifically commits to (or disclaims) advance notice before a renewal charge; the nearest clause (""change... price, package and/or features... at any time, with or without notice"") is about plan/price changes, not renewal-charge notice, and was not used to code no_notice_stated — see coder_note"
pass1,pixlr,watermark_removal_tier,vendor_silence,pattern,"silence signal: \bno\b.{0,50}\b(?:located|found)\b","zero hits for ""watermark"" in either the Terms of Use or the License and Services Agreement; no tier-by-tier watermark statement found on the pricing page"
pass1,pixlr,output_ownership_statement,vendor_silence,pattern,silence signal: \bno document\b,"extensive AI Input/Output license language exists (see license-and-services-agreement) but no document makes an affirmative ownership/title statement about generated output specifically; the one ownership/title clause found (""no ownership rights are being conveyed to You... Pixlr retains all right, title and interest... in and to the Services"") is scoped to the software/platform, not output, and was not used as evidence here"
pass1,playht,trial_exists,unattributable_weak_basis,hand,"HAND. The entire basis is a single occurrence of the word 'trial' in one pricing-page FAQ sentence ('Sign up for the free trial and give it a try!'), read alongside a fully-read Terms of Service that names no separate paid-tier trial mechanic; the coder's own evidence states it 'cannot tell whether this names a distinct time-limited construct or is loose marketing language for the perpetual Free Plan.' One ambiguous word cannot establish either a real trial or its absence, and the product is discontinued with no live site to re-check, so the record cannot be improved.","Pricing-page FAQ: ""Sign up for the free trial and give it a try!"" -- the only occurrence of the word ""trial"" in any document read, with no length, no card requirement, and no separate paid-tier trial mechanic described anywhere in the ToS. Cannot tell whether this names a distinct time-limited construct or is loose marketing language for the perpetual Free Plan."
pass1,playht,trial_card_required,vendor_silence,pattern,silence signal: \bno document\b,ToS read in full; no trial clause of any kind (card requirement or otherwise) appears. Follows trial_exists=unknown: no document identifies a distinct trial to attach a card requirement to.
pass1,playht,trial_length_days,vendor_silence,pattern,"silence signal: \bno\b.{0,50}\b(?:located|found)\b","Same reason as trial_card_required -- ToS read in full, no trial-length clause found."
pass1,playht,trial_auto_converts,vendor_silence,pattern,"silence signal: \bno\b.{0,50}\b(?:located|found)\b","Same reason as trial_card_required -- ToS read in full, no trial-conversion clause found."
pass1,playht,failed_generation_charge_policy,vendor_silence,pattern,silence signal: \bno document\b,"No document read (pricing page, ToS, or either help article) states what happens to the character allowance when a generation fails or errors."
pass1,plus-ai,first_charge_amount_usd,vendor_silence,pattern,silence signal: \bno document\b,"Default state is annual and the headline is a monthly-equivalent figure ($10/user/mo, billed annually), so rule 2 requires a document stating the plan is charged once for twelve months before ×12 may be applied. No document found says this: pricing page states only ""billed annually"" next to the monthly figure (no explicit annual total); ToS Subscriptions section says only ""a monthly or annual subscription"" and ""recurring, non-refundable payments""; plans-and-billing.md says only ""billed either monthly or annually"" and describes proration on mid-cycle billing-frequency switches, none of which is"
pass1,plus-ai,failed_generation_charge_policy,vendor_silence,pattern,silence signal: \bno statement\b,"Reviewed plans-and-billing.md, terms-raw.html, and the pricing page in full; no statement anywhere about credits being charged, not charged, or refunded on a failed/errored generation."
pass1,plus-ai,renewal_notice_commitment,vendor_silence,hand,"HAND. Both the Terms of Service and the plans-and-billing.md help article were read in full; neither contains any notice commitment of any kind -- not even an adjacent clause about price or plan changes -- unlike sibling records in this study where an adjacent, differently-triggered notice clause exists.",ToS and plans-and-billing.md reviewed in full; neither commits to advance notice before a renewal charge nor explicitly states none is given.
