pass,product,variable,current_kind,verdict,corrected_kind,basis
pass2,ismybrandinai,free_plan_cap_documented,vendor_silence,CONFIRMED,,no documented limit and no 'unlimited' claim; the client-side-design argument correctly refused as inference
pass2,jobscan,credit_rollover_policy,vendor_silence,WRONG,access_failure,AUDIT. 'not addressed elsewhere in accessible documents' -- this record's general Terms of Service 'COULD NOT BE READ IN ENGLISH' across four methods and is 'Treated as an official source that could not be read'; the codebook directs reading the terms for this variable.
pass2,jobscan,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"no document addresses credit treatment on a failed Auto Apply attempt, and the terms are not a directed source for this variable"
pass2,jobscan,free_plan_watermark,vendor_silence,CONFIRMED,,"four surfaces plus the help centre checked; the study's hand decision on the adjudicated row calls this 'genuine vendor silence, not an access limitation'"
pass2,jobscan,headline_billing_basis,instrument_gap,CONFIRMED,,CONFIRMED gap: quarterly cadence quoted ('Billed as $89.95 every 3 months') and no allowed value describes it -- adjudication item A-011
pass2,jobscan,renewal_notice_commitment,vendor_silence,WRONG,access_failure,"AUDIT. The ToS -- the document a renewal-notice commitment lives in -- could not be read in English after four attempts; the adjudicated row for this same product/variable found the answer-relevant clause there (ToS Section 6 'Fee Changes'), proving the unread document was material. Three sibling pass2 rows were hand-fixed to access_failure for exactly this."
pass2,jobscan,watermark_removal_tier,vendor_silence,CONFIRMED,,three product pages plus the full help-centre article list checked
pass2,krea-ai,failed_generation_charge_policy,vendor_silence,CONFIRMED,,the Compute Units guide read; it covers exhaustion and 'Insufficient Compute Units' but never failed jobs
pass2,krea-ai,first_charge_amount_usd,vendor_silence,CONFIRMED,,"the card carries no annual total and no 'billed annually' caption, and the renewal doc is generic, so the x12 the codebook requires is unlicensed"
pass2,krea-ai,free_plan_watermark,vendor_silence,CONFIRMED,,"'watermark' absent from both rendered text and full HTML of the pricing page, the codebook's designated document"
pass2,krea-ai,watermark_removal_tier,vendor_silence,CONFIRMED,,the same programmatic check plus docs pages; watermark-capable output so not_applicable rejected
pass2,nicepage,output_ownership_statement,vendor_silence,CONFIRMED,,"terms and licence agreement read in full, both scoped to Nicepage's own template assets"
pass2,nicepage,renewal_notice_commitment,vendor_silence,CONFIRMED,,"no notice commitment of any kind, and none disclaimed"
pass2,nicepage,trial_card_required,vendor_silence,CONFIRMED,,the trial doc states only that registration starts it; inference barred per codebook rule
pass2,pika,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"four named documents, none stating credit treatment on failure"
pass2,recraft,watermark_removal_tier,vendor_silence,CONFIRMED,,ToS 8.2's general embedding capability quoted and correctly held not to be tier-differentiated
pass2,teal,commercial_use_lowest_tier,vendor_silence,CONFIRMED,,the Service-level licence clause quoted and correctly distinguished from an output right
pass2,teal,credit_rollover_policy,vendor_silence,WRONG,instrument_gap,"AUDIT. The vendor DID document the allowance's cycle; the value list (rolls_over/partial_rollover/expires_at_period_end) presupposes a recurring billing period the documents state does not exist -- the tool's own docstring names this shape ('a variable that assumes a billing period'). Deciding sentence: 'The free plan has no recurring billing period for a ""rollover"" concept to attach to ... so none of rolls_over/partial_rollover/expires_at_period_end is documented. JUDGMENT CALL'."
pass2,teal,failed_generation_charge_policy,vendor_silence,CONFIRMED,,four documents named including the Improve/Regenerate walkthrough; the codebook notes this variable is silent often
pass2,teal,free_plan_watermark,vendor_silence,CONFIRMED,,"pricing page, full ToS and five help articles read; not_applicable rejected with a reason"
pass2,teal,headline_billing_basis,instrument_gap,CONFIRMED,,"CONFIRMED gap: a 90-day recurring cycle is published, no allowed value matches, and auto-renewal rules out one_time"
pass2,teal,watermark_removal_tier,vendor_silence,CONFIRMED,,"the same document set, no watermark mention either way"
pass2,udio,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"ToS, pricing page and four help-centre articles checked"
pass2,udio,free_plan_watermark,vendor_silence,CONFIRMED,,"pricing grid, ToS and four help articles contain no statement for any tier"
pass2,udio,renewal_notice_commitment,vendor_silence,CONFIRMED,,"ToS 3.3 imposes a cancel deadline on the USER; no vendor notice commitment of any kind is documented, so nothing is stranded by the enum"
pass2,udio,trial_card_required,vendor_silence,CONFIRMED,,"the conversion-charge language quoted and correctly held to imply, not state, per the codebook's Vendor I example"
pass2,udio,watermark_removal_tier,vendor_silence,CONFIRMED,,"the same document set, no tier-level statement"
pass2,undetectable-ai,commercial_use_lowest_tier,vendor_silence,CONFIRMED,,the terms' IP section and the ethics page checked; the ethics use-case list correctly refused as a rights statement
pass2,undetectable-ai,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"terms and help/FAQ read in full, neither stating allowance treatment on failure"
pass2,undetectable-ai,free_plan_watermark,vendor_silence,CONFIRMED,,"/ai-humanizer and /pricing checked, neither stating a branding position"
pass2,undetectable-ai,trial_card_required,vendor_silence,CONFIRMED,,"/pricing and /help checked, neither stating a card requirement"
pass2,undetectable-ai,watermark_removal_tier,vendor_silence,WRONG,unattributable_weak_basis,"AUDIT. 'Pricing page lists ""Watermark and future proof"" as an included paid-tier feature ... Ambiguous phrase, not resolved by any document'. The vendor is NOT silent -- it published a tier-gated row whose referent (vendor branding vs. removing model-embedded detection watermarks) cannot be determined. Directly parallel to the hand precedent pass1/playht/trial_exists: 'One ambiguous word cannot establish either a real trial or its absence.'"
pass2,vidnoz,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"five named documents checked, none stating credit treatment on failure"
